Paper ID,Confe- rence,Year,Paper Title,Paper DOI,Link,first Page,Last Page,IEEE XPLORE Article Number,"Panel, Keynote, Captstone, Demo, Poster",Abstract,Author Names,First Author Affiliation,Author IDs
,VAST,2010,"Geo-historical context support for information foraging and sensemaking: Conceptual model, implementation, and assessment",10.1109/VAST.2010.5652895,http://dx.doi.org/10.1109/VAST.2010.5652895,139,146,5652895,,"Information foraging and sensemaking with heterogeneous information are context-dependent activities. Thus visual analytics tools to support these activities must incorporate context. But, context is a difficult concept to define, model, and represent. Creating and representing context in support of visually-enabled reasoning about complex problems with complex information is a complementary but different challenge than that addressed in context-aware computing. In the latter, the goal is automated adaptation of the system to meet user needs for applications such as mobile location-based services where information about the location, the user, and the user goals filters what gets presented on a small mobile device. In contrast, for visual analytics-enabled information foraging and sensemaking, the user is likely to take an active role in foraging for the contextual information needed to support sensemaking in relation to some multifaceted problem. In this paper, we address the challenges of constructing and representing context within visual interfaces that support analytical reasoning in crisis management and humanitarian relief. The challenges stem from the diverse forms of information that can provide context and difficulty in defining and operationalizing context itself. Here, we pay particular attention to document foraging to support construction of the geographic and historical context within which monitoring and sensemaking can be carried out. Specifically, we present the concept of geo-historical context (GHC) and outline an empirical assessment of both the concept and its implementation in the Context Discovery Application, a web-based tool that supports document foraging and sensemaking.","Tomaszewski, B.;MacEachren, A.M.","Dept. of Inf. Sci. & Technol., Rochester Inst. of Technol., Rochester, NY, USA|c|;",37591184300;37374699000
,VAST,2010,Real-time aggregation of Wikipedia data for visual analytics,10.1109/VAST.2010.5652896,http://dx.doi.org/10.1109/VAST.2010.5652896,147,154,5652896,,"Wikipedia has been built to gather encyclopedic knowledge using a collaborative social process that has proved its effectiveness. However, the workload required for raising the quality and increasing the coverage of Wikipedia is exhausting the community. Based on several participatory design sessions with active Wikipedia contributors (a.k.a. Wikipedians), we have collected a set of measures related to Wikipedia activity that, if available and visualized effectively, could spare a lot of monitoring time to these Wikipedians, allowing them to focus on quality and coverage of Wikipedia instead of spending their time navigating heavily to track vandals and copyright infringements. However, most of these measures cannot be computed on the fly using the available Wikipedia API. Therefore, we have designed an open architecture called WikiReactive to compute incrementally and maintain several aggregated measures on the French Wikipedia. This aggregated data is available as a Web Service and can be used to overlay information on Wikipedia articles through Wikipedia Skins or for new services for Wikipedians or people studying Wikipedia. This article describes the architecture, its performance and some of its uses.","Boukhelifa, N.;Chevalier, F.;Fekete, J.",;;,37325862800;37395495900;37407972900
,VAST,2010,Click2Annotate: Automated Insight Externalization with rich semantics,10.1109/VAST.2010.5652885,http://dx.doi.org/10.1109/VAST.2010.5652885,155,162,5652885,,"Insight Externalization (IE) refers to the process of capturing and recording the semantics of insights in decision making and problem solving. To reduce human effort, Automated Insight Externalization (AIE) is desired. Most existing IE approaches achieve automation by capturing events (e.g., clicks and key presses) or actions (e.g., panning and zooming). In this paper, we propose a novel AIE approach named Click2Annotate. It allows semi-automatic insight annotation that captures low-level analytics task results (e.g., clusters and outliers), which have higher semantic richness and abstraction levels than actions and events. Click2Annotate has two significant benefits. First, it reduces human effort required in IE and generates annotations easy to understand. Second, the rich semantic information encoded in the annotations enables various insight management activities, such as insight browsing and insight retrieval. We present a formal user study that proved this first benefit. We also illustrate the second benefit by presenting the novel insight management activities we developed based on Click2Annotate, namely scented insight browsing and faceted insight search.","Yang Chen;Barlowe, S.;Jing Yang","Dept. of Comput. Sci., UNC Charlotte, Charlotte, NC, USA|c|;;",37600587200;37591128900;37292632600
,VAST,2010,Interactive querying of temporal data using a comic strip metaphor,10.1109/VAST.2010.5652890,http://dx.doi.org/10.1109/VAST.2010.5652890,163,170,5652890,,"Finding patterns in temporal data is an important data analysis task in many domains. Static visualizations can help users easily see certain instances of patterns, but are not specially designed to support systematic analysis tasks, such as finding all instances of a pattern automatically. VizPattern is an interactive visual query environment that uses a comic strip metaphor to enable users to easily and quickly define and locate complex temporal patterns. Evaluations provide evidence that VizPattern is applicable in many domains, and that it enables a wide variety of users to answer questions about temporal data faster and with fewer errors than existing state-of-the-art visual analysis systems.","Jing Jin;Szekely, P.","Inf. Sci. Inst., Univ. of Southern California, Los Angeles, CA, USA|c|;",37600357600;37591247400
,VAST,2010,A closer look at note taking in the co-located collaborative visual analytics process,10.1109/VAST.2010.5652879,http://dx.doi.org/10.1109/VAST.2010.5652879,171,178,5652879,,"This paper highlights the important role that record-keeping (i.e. taking notes and saving charts) plays in collaborative data analysis within the business domain. The discussion of record-keeping is based on observations from a user study in which co-located teams worked on collaborative visual analytics tasks using large interactive wall and tabletop displays. Part of our findings is a collaborative data analysis framework that encompasses note taking as one of the main activities. We observed that record-keeping was a critical activity within the analysis process. Based on our observations, we characterize notes according to their content, scope, and usage, and describe how they fit into a process of collaborative data analysis. We then discuss suggestions for the design of collaborative visual analytics tools.","Mahyar, N.;Sarvghad, A.;Tory, M.","Univ. of Victoria, Victoria, BC, Canada|c|;;",37591344800;37591344300;37275861300
,VAST,2010,An exploratory study of co-located collaborative visual analytics around a tabletop display,10.1109/VAST.2010.5652880,http://dx.doi.org/10.1109/VAST.2010.5652880,179,186,5652880,,"Co-located collaboration can be extremely valuable during complex visual analytics tasks. This paper presents an exploratory study of a system designed to support collaborative visual analysis tasks on a digital tabletop display. Fifteen participant pairs employed Cam-biera, a visual analytics system, to solve a problem involving 240 digital documents. Our analysis, supported by observations, system logs, questionnaires, and interview data, explores how pairs approached the problem around the table. We contribute a unique, rich understanding of how users worked together around the table and identify eight types of collaboration styles that can be used to identify how closely people work together while problem solving. We show how the closeness of teams' collaboration influenced how well they performed on the task overall. We further discuss the role of the tabletop for visual analytics tasks and derive novel design implications for future co-located collaborative tabletop problem solving systems.","Isenberg, P.;Fisher, D.;Morris, M.R.;Inkpen, K.;Czerwinski, Mary",;;;;,37591317800;37542391000;37600344900;37562971500;37563799500
,VAST,2010,Helping users recall their reasoning process,10.1109/VAST.2010.5653598,http://dx.doi.org/10.1109/VAST.2010.5653598,187,194,5653598,,"The final product of an analyst's investigation using a visualization is often a report of the discovered knowledge, as well as the methods employed and reasoning behind the discovery. We believe that analysts may have difficulty keeping track of their knowledge discovery process and will require tools to assist in accurately recovering their reasoning. We first report on a study examining analysts' recall of their strategies and methods, demonstrating their lack of memory of the path of knowledge discovery. We then explore whether a tool visualizing the steps of the visual analysis can aid users in recalling their reasoning process. The results of our second study indicate that visualizations of interaction logs can serve as an effective memory aid, allowing analysts to recall additional details of their strategies and decisions.","Lipford, H.R.;Stukes, F.;Wenwen Dou;Hawkins, M.E.;Chang, R.","Univ. of North Carolina at Charlotte, Charlotte, NC, USA|c|;;;;",37601288800;37601289000;37606064200;37601287300;37592409400
,VAST,2010,Comparing different levels of interaction constraints for deriving visual problem isomorphs,10.1109/VAST.2010.5653599,http://dx.doi.org/10.1109/VAST.2010.5653599,195,202,5653599,,"Interaction and manual manipulation have been shown in the cognitive science literature to play a critical role in problem solving. Given different types of interactions or constraints on interactions, a problem can appear to have different degrees of difficulty. While this relationship between interaction and problem solving has been well studied in the cognitive science literatures, the visual analytics community has yet to exploit this understanding for analytical problem solving. In this paper, we hypothesize that constraints on interactions and constraints encoded in visual representations can lead to strategies of varying effectiveness during problem solving. To test our hypothesis, we conducted a user study in which participants were given different levels of interaction constraints when solving a simple math game called Number Scrabble. Number Scrabble is known to have an optimal visual problem isomorph, and the goal of this study is to learn if and how the participants could derive the isomorph and to analyze the strategies that the participants utilize in solving the problem. Our results indicate that constraints on interactions do affect problem solving, and that while the optimal visual isomorph is difficult to derive, certain interaction constraints can lead to a higher chance of deriving the isomorph.","Wenwen Dou;Ziemkiewicz, C.;Harrison, L.;Dong Hyun Jeong;Ryan, R.;Ribarsky, W.;Xiaoyu Wang;Chang, R.","Univ. of North Carolina at Charlotte, Charlotte, NC, USA|c|;;;;;;;",37606064200;37548028800;37546111900;37400451800;37603814100;37300425000;37601069300;37592409400
,VAST,2010,Towards the Personal Equation of Interaction: The impact of personality factors on visual analytics interface interaction,10.1109/VAST.2010.5653587,http://dx.doi.org/10.1109/VAST.2010.5653587,203,210,5653587,,"These current studies explored the impact of individual differences in personality factors on interface interaction and learning performance behaviors in both an interactive visualization and a menu-driven web table in two studies. Participants were administered 3 psychometric measures designed to assess Locus of Control, Extraversion, and Neuroticism. Participants were then asked to complete multiple procedural learning tasks in each interface. Results demonstrated that all three measures predicted completion times. Additionally, results analyses demonstrated personality factors also predicted the number of insights participants reported while completing the tasks in each interface. We discuss how these findings advance our ongoing research in the Personal Equation of Interaction.","Green, T.M.;Fisher, Brian","Sch. of Interactive Arts + Technol., Simon Fraser Univ., Surrey, BC, Canada|c|;",37403562900;37267458000
,VAST,2010,Poster: Dynamic time transformation for interpreting clusters of trajectories with space-time cube,10.1109/VAST.2010.5653580,http://dx.doi.org/10.1109/VAST.2010.5653580,213,214,5653580,x,We propose a set of techniques that support visual interpretation of trajectory clusters by transforming absolute time references into relative positions within temporal cycles or with respect to the starting and/or ending times of the trajectories. We demonstrate the work of the approach on a real data set about individual movement over one year.,"Andrienko, G.;Andrienko, N.",;,37283047100;37283047700
,VAST,2010,Interactive visual analysis of multiobjective optimizations,10.1109/VAST.2010.5651694,http://dx.doi.org/10.1109/VAST.2010.5651694,215,216,5651694,x,"Optimization problems are typically addressed by purely automatic approaches. For multi-objective problems, however, a single best solution often does not exist. In this case, it is necessary to analyze trade-offs between many conflicting goals within a given application context. This poster describes an approach that tightly integrates automatic algorithms for multi-objective optimization and interactive multivariate visualizations. Ad-hoc selections support a flexible definition of input data for subsequent algorithms. These algorithms in turn represent their result as derived data attributes that can be assigned to visualizations or be used as a basis for further selections (e.g., to constrain the result set). This enables a guided search that still involves the knowledge of domain experts. We describe our approach in the context of multi-run simulation data from the application domain of car engine design.","Berger, W.;Piringer, H.","VRVis Res. Center, Vienna, Austria|c|;",37546977900;37282562500
,VAST,2010,Cluster correspondence views for enhanced analysis of SOM displays,10.1109/VAST.2010.5651676,http://dx.doi.org/10.1109/VAST.2010.5651676,217,218,5651676,x,"The Self-Organizing Map (SOM) algorithm is a popular and widely used cluster algorithm. Its constraint to organize clusters on a grid structure makes it very amenable to visualization. On the other hand, the grid constraint may lead to reduced cluster accuracy and reliability, compared to other clustering methods not implementing this restriction. We propose a visual cluster analysis system that allows to validate the output of the SOM algorithm by comparison with alternative clustering methods. Specifically, visual mappings overlaying alternative clustering results onto the SOM are proposed. We apply our system on an example data set, and outline main analytical use cases.","Bernard, J.;von Landesberger, T.;Bremm, S.;Schreck, T.","Interactive Graphics Syst. Group, Tech. Univ. Darmstadt, Darmstadt, Germany|c|;;;",37606179600;37586276100;37586274500;37282557600
,VAST,2010,Visualization of temporal relationships within coordinated views,10.1109/VAST.2010.5651617,http://dx.doi.org/10.1109/VAST.2010.5651617,219,220,5651617,x,"In command and control (C2) environments, decision makers must rapidly understand and address key temporal relationships that exist between critical tasks as conditions fluctuate. However, traditional temporal displays, such as mission timelines, fail to support user understanding of and reasoning about critical relationships. We have developed visualization methods to compactly and effectively convey key temporal constraints. In this paper, we present examples of our visualization approach and describe how we are exploring interaction methods within an integrated visualization workspace to support user awareness of temporal constraints.","Dudzic, S.;Godwin, J.A.;Kilgore, R.M.",;;,37586314000;37593027200;37603789200
,VAST,2010,Conveying network features in geospatial battlespace displays,10.1109/VAST.2010.5651192,http://dx.doi.org/10.1109/VAST.2010.5651192,221,222,5651192,x,"Advanced battlespace network visualization techniques are required within the modern Air Operations Center (AOC) to improve cross-domain situation awareness and to support planning and decision-making. We present a visualization toolkit to address this need that supports the integration of network health and status information and meta-information with other traditional AOC information resources and activities across air, space, and cyber domains. Applications include the development of battlespace visualization technologies that will improve warfighters' decision-making response time and provide enhanced flexibility for mission planning by efficiently revealing affordances for leveraging, disrupting, or enhancing network connectivity.","Godwin, J.A.;Kilgore, R.M.",;,37593027200;37603789200
,VAST,2010,ALIDA: Using machine learning for intent discernment in visual analytics interfaces,10.1109/VAST.2010.5650854,http://dx.doi.org/10.1109/VAST.2010.5650854,223,224,5650854,x,"In this paper, we introduce ALIDA, an Active Learning Intent Discerning Agent for visual analytics interfaces. As users interact with and explore data in a visual analytics environment they are each developing their own unique analytic process. The goal of ALIDA is to observe and record the human-computer interactions and utilize these observations as a means of supporting user exploration; ALIDA does this by using interaction to make decision about user interest. As such, ALIDA is designed to track the decision history (interactions) of a user. This history is then utilized to enhance the user's decision-making process by allowing the user to return to previously visited search states, as well as providing suggestions of other search states that may be of interest based on past exploration modalities. The agent passes these suggestions (or decisions) back to an interactive visualization prototype, and these suggestions are used to guide the user, either by suggesting searches or changes to the visualization view. Current work has tested ALIDA under the exploration of homonyms for users wishing to explore word linkages within a dictionary. Ongoing work includes using ALIDA to guide users in transfer function design for volume rendering within scientific gateways.","Green, T.M.;Maciejewski, R.;DiPaola, S.",;;,37403562900;37396008400;37326092700
,VAST,2010,Enhancing text-based chat with visuals for hazardous weather decision making,10.1109/VAST.2010.5650815,http://dx.doi.org/10.1109/VAST.2010.5650815,225,226,5650815,x,"We created a visual chat application for use during hazardous weather events. The application, NWSChat2, allows National Weather Service forecasters, media members, and storm trackers to communicate with each other, basing their conversation on a common shared radar map of the storm. Users can additionally annotate the map with `pins' or draw notes with a stylus. These annotations are automatically shared with all other users. The collaborative nature of NWSChat2 makes it well-suited for disseminating information to all users during weather emergencies.","Gutman, M.;Eosco, G.;Zappa, M.;Weaver, C.","Sch. of Comput. Sci., Univ. of Oklahoma, Norman, OK, USA|c|;;;",37587979100;37594341400;37594207000;37564883300
,VAST,2010,Visual analysis of frequent patterns in large time series,10.1109/VAST.2010.5650766,http://dx.doi.org/10.1109/VAST.2010.5650766,227,228,5650766,x,"The detection of previously unknown, frequently occurring patterns in time series, often called motifs, has been recognized as an important task. To find these motifs, we use an advanced temporal data mining algorithm. Since our algorithm usually finds hundreds of motifs, we need to analyze and access the discovered motifs. For this purpose, we introduce three novel visual analytics methods: (1) motif layout, using colored rectangles for visualizing the occurrences and hierarchical relationships of motifs in a multivariate time series, (2) motif distortion, for enlarging or shrinking motifs as appropriate for easy analysis and (3) motif merging, to combine a number of identical adjacent motif instances without cluttering the display. We have applied and evaluated our methods using two real-world data sets: data center cooling and oil well production.","Hao, M.C.;Marwah, M.;Janetzko, H.;Keim, D.A.;Dayal, U.;Sharma, R.;Patnaik, D.;Ramakrishnan, N.",;;;;;;;,37274264300;37419093700;37594026300;37283138700;38319938800;37276219200;37593035500;37273204200
,VAST,2010,Visually representing geo-temporal differences,10.1109/VAST.2010.5652951,http://dx.doi.org/10.1109/VAST.2010.5652951,229,230,5652951,x,"Data sets that contain geospatial and temporal elements can be challenging to analyze. In particular, it can be difficult to determine how the data have changed over spatial and temporal ranges. In this poster, we present a visual approach for representing the pair-wise differences between geographically and temporally binned data. In addition to providing a novel method for visualizing such geo-temporal differences, GTdiff provides a high degree of interactivity that supports the exploration and analysis of the data.","Hoeber, O.;Wilson, G.;Harding, S.;Enguehard, R.;Devillers, R.",;;;;,37565349100;37595914500;37266745700;37591138200;37570903200
,VAST,2010,A continuous analysis process between desktop and collaborative visual analytics environments,10.1109/VAST.2010.5652958,http://dx.doi.org/10.1109/VAST.2010.5652958,231,232,5652958,x,"Since its inception, the field of visual analytics has undergone tremendous growth in understanding how to create interactive visual tools to solve analytical problems. However, with few exceptions, most of these tools have been designed for single users in desktop environments. While often effective on their own, most single-user systems do not reflect the collaborative nature of solving real-world analytical tasks. Many intelligence analysts, for example, have been observed to switch repeatedly between working alone and collaborating with members of a small team. In this paper, we propose that a complete visual analytical system designed for solving real-world tasks ought to have two integrated components: a single-user desktop system and a mirroring system suitable for a collaborative environment.","Dong Hyun Jeong;Suma, E.;Butkiewicz, T.;Ribarsky, W.;Chang, R.","Univ. of the District of Columbia, Washington, DC, USA|c|;;;;",37400451800;37297278600;37591215700;37300425000;37592409400
,VAST,2010,EmailTime: Visual analytics of emails,10.1109/VAST.2010.5652968,http://dx.doi.org/10.1109/VAST.2010.5652968,233,234,5652968,x,"Although the discovery and analysis of communication patterns in large and complex email datasets are difficult tasks, they can be a valuable source of information. This paper presents EmailTime's capabilities through several examples. EmailTime is a visual analysis of email correspondence patterns over the course of time that interactively portrays personal and interpersonal networks using the correspondence in the email dataset. We suggest that integrating both statistics and visualizations in order to display information about the email datasets may simplify its evaluation.","Joorabchi, M.E.;Ji-Dong Yim;Shaw, C.D.",;;,37598481900;37605674700;37358198200
,VAST,2010,Enron case study: Analysis of email behavior using EmailTime,10.1109/VAST.2010.5649905,http://dx.doi.org/10.1109/VAST.2010.5649905,235,236,5649905,x,"This paper presents a case study with Enron email dataset to explore the behaviors of email users within different organizational positions. We defined email behavior as the email activity level of people regarding a series of measured metrics e.g. sent and received emails, numbers of email addresses, etc. These metrics were calculated through EmailTime, a visual analysis tool of email correspondence over the course of time. Results showed specific patterns in the email datasets of different organizational positions.","Joorabchi, M.E.;Ji-Dong Yim;Joorabchi, M.E.;Shaw, C.D.","Simon Fraser Univ., Burnaby, BC, Canada|c|;;;",37598481900;37605674700;37598482000;37358198200
,VAST,2010,Large-scale neuroanatomical visualization using a manifold embedding approach,10.1109/VAST.2010.5652532,http://dx.doi.org/10.1109/VAST.2010.5652532,237,238,5652532,x,"We present a unified framework for data processing, mining and interactive visualization of large-scale neuroanatomical databases. The input data is assumed to lie in a specific atlas space, or simply exist as a separate collection. Users can specify their own atlas for comparative analyses. The original data exist as MRI images in standard formats. It is uploaded to a remote server and processed offline by a parallelized pipeline workflow. This workflow transforms the data to represent it as both volumetric and triangular mesh cortical surfaces. We use multiresolution representations to scale complexity to data storage availability as well as graphical processing performance. Our workflow implements predefined metrics for clustering and classification, and data projection schemes to aid in visualization. Additionally the system provides a visual query interface for performing selection requests based on user-defined search criteria.","Joshi, S.H.;Bowman, I.;Van Horn, J.D.","Dept. of Neurology, Univ. of California, Los Angeles, CA, USA|c|;;",37288595800;37603001800;37589311500
,VAST,2010,"Combining statistical independence testing, visual attribute selection and automated analysis to find relevant attributes for classification",10.1109/VAST.2010.5654445,http://dx.doi.org/10.1109/VAST.2010.5654445,239,240,5654445,x,"We present an iterative strategy for finding a relevant subset of attributes for the purpose of classification in high-dimensional, heterogeneous data sets. The attribute subset is used for the construction of a classifier function. In order to cope with the challenge of scalability, the analysis is split into an overview of all attributes and a detailed analysis of small groups of attributes. The overview provides generic information on statistical dependencies between attributes. With this information the user can select groups of attributes and an analytical method for their detailed analysis. The detailed analysis involves the identification of redundant attributes (via classification or regression) and the creation of summarizing attributes (via clustering or dimension reduction). Our strategy does not prescribe specific analytical methods. Instead, we recursively combine the results of different methods to find or generate a subset of attributes to use for classification.","May, T.;Davey, J.;Kohlhammer, J.","Fraunhofer Inst. for Comput. Graphics Res., Darmstadt, Germany|c|;;",37603783600;37603822500;37449689200
,VAST,2010,Visual tools for dynamic analysis of complex situations,10.1109/VAST.2010.5654451,http://dx.doi.org/10.1109/VAST.2010.5654451,241,242,5654451,x,This paper presents an interactive interface synchronized with a simulation framework for exploring complex scenarios. This interface exploits visual analysis for facilitating the understanding of complex situation by human users.,"Mokhtari, M.;Boivin, E.;Laurendeau, D.;Girardin, M.","Syst. of Syst. Sect., Defence R&D Canada, Quebec City, QC, Canada|c|;;;",37593942300;37283610000;37269074000;37593467200
,VAST,2010,Data representation and exploration with Geometric Wavelets,10.1109/VAST.2010.5653822,http://dx.doi.org/10.1109/VAST.2010.5653822,243,244,5653822,x,"Geometric Wavelets is a new multi-scale data representation technique which is useful for a variety of applications such as data compression, interpretation and anomaly detection. We have developed an interactive visualization with multiple linked views to help users quickly explore data sets and understand this novel construction. Currently the interface is being used by applied mathematicians to view results and gain new insights, speeding methods development.","Monson, E.E.;Guangliang Chen;Brady, R.;Maggioni, M.",;;;,37597529800;37403718100;38179702200;37395814700
,VAST,2010,Poster: Translating cross-filtered queries into questions,10.1109/VAST.2010.5650251,http://dx.doi.org/10.1109/VAST.2010.5650251,245,246,5650251,x,"Complex combinations of coordinated multiple views are increasingly used to design tools for highly interactive visual exploration and analysis of multidimensional data. While complex coordination patterns provide substantial utility through expressive querying, they also exhibit usability problems for users when learning required interaction sequences, recalling past queries, and interpreting visual states. As visual analysis tools grow more sophisticated, there is a growing need to make them more understandable as well. Our long-term goal is to exploit natural language familiarity and literacy to directly facilitate individual and collaborative use of visual analysis tools. In this poster, we present work in progress on an automatically generated query-to-question user interface to translate interactive states during visual analysis into an accompanying visual log of formatted text. Our effort currently focuses on a symmetric and thus relatively simple coordination pattern: cross-filtered views. We describe our current thinking about query-to-question translation in a typical cross-filtered visualization of movies, people, and genres in the Internet Movie Database.","Nafari, M.;Weaver, C.","Center for Spatial Anal., Univ. of Oklahoma, Norman, OK, USA|c|;",37593329400;37564883300
,VAST,2010,ProDV &#x2014; A case study in delivering visual analytics,10.1109/VAST.2010.5650219,http://dx.doi.org/10.1109/VAST.2010.5650219,247,248,5650219,x,"We present a custom visual analytics system developed in conjunction with the test and evaluation community of the US Army. We designed and implemented a visual programming environment for configuring a variety of interactive visual analysis capabilities. Our abstraction of the visualization process is based on insights gained from interviews conducted with expert users. We show that this model allowed analysts to implement multiple visual analysis capabilities for network performance, anomalous sensor activity, and engagement results. Long-term interaction with expert users led to development of several custom visual analysis techniques. We have conducted training sessions with expert users, and are working to evaluate the success of our work based on performance metrics captured in a semi-automated fashion during these training sessions. We have also integrated collaborative analysis features such as annotations and shared content.","Overby, D.;Keyser, J.;Wall, J.","Dept. of Comput. Sci. & Eng., Texas A&M Univ., College Station, TX, USA|c|;;",37586886600;37282588300;38225331100
,VAST,2010,A Visual Analytics approach to identifying protein structural constraints,10.1109/VAST.2010.5650199,http://dx.doi.org/10.1109/VAST.2010.5650199,249,250,5650199,x,"Predicting protein structures has long been a grand-challenge problem. Fine-grained computational simulation of folding events from a protein's synthesis to its final stable structure remains computationally intractable. Therefore, methods which derive constraints from other sources are attractive. To date, constraints derived from known structures have proven to be highly successful. However, these cannot be applied to molecules with no identifiable neighbors having already-determined structures. For such molecules, structural constraints must be derived in other ways. One popular approach has been the statistical analysis of large families of proteins, with the hope that residues that change together (co-evolve) imply that those residues are in contact. Unfortunately, despite repeated attempts to use this data to deduce structural constraints, this approach has met with minimal success. The consensus of current literature concludes that there is simply too little information contained within the correlated mutations of many protein families to reliably and generally predict structural constraints. Recent work in my laboratory challenges this conclusion. For some time we have been developing methods (MAVL/StickWRLD) to visualize the pattern of co-evolved mutations within sequence families. While our analysis of individual correlations agrees with the literature consensus, we have recently discovered that the visualized pattern of correlations is highly suggestive of structural relationships. In our preliminary test cases, human researchers can unambiguously determine many positive structural constraints by visual analysis of statistical sequence information alone, often with no training on interpretation of the visualization results. Herein we report the visualization design that supports this Visual Analytics approach to identifying high-confidence hypotheses about protein folding from protein sequence, and illustrate preliminary results from th- - is research. Our approach entails a higher-dimensional extension of parallel coordinates which illuminates distant shared sub-tuples of the vectors representing each protein sequence when these sub-tuples occur with an over abundance compared to expectations. It simultaneously eliminates all representations of tuples which occur with frequency near the expected norm. The result is a minimally-occluded representation of outlier, and only outlier co-occurrences within the sequence families.","Ray, W.C.","Res. Inst., Ohio State Univ. Biophys. Program, Columbus, OH, USA|c|",37270070300
,VAST,2010,A radial visualization tool for depicting hierarchically structured video content,10.1109/VAST.2010.5650177,http://dx.doi.org/10.1109/VAST.2010.5650177,251,252,5650177,x,"The visual analysis of video content is an important research topic due to the huge amount of video data that is generated every day. Annotating this data will become a major problem since the amount of videos further increases. With this work we introduce a system that combines a visualization tool with automatic video segmentation techniques and a characteristic key-frame extraction. A summary of the content of a whole video in one view is realized. Furthermore, the user can interactively browse through the video via our visualization interface to get more detailed information. The system is adapted to two application scenarios and a third application is discussed for future work.","Ruppert, T.;Kohlhammer, J.","Fraunhofer Inst. for Comput. Graphics Res. (IGD), Darmstadt, Germany|c|;",37593423500;37449689200
,VAST,2010,Adapting Daniel and Wood's modeling approach to interactive visual analytics,10.1109/VAST.2010.5649831,http://dx.doi.org/10.1109/VAST.2010.5649831,253,254,5649831,x,This poster describes our progress in developing an interactive linear modeling system that supports the modeling approach described by Daniel and Wood. Our visual interface permits analysts to build sets of possible models and then creates appropriate visualizations to permit human-in-the-loop model comparison and selection.,"Talbot, J.;Hanrahan, P.","Comput. Sci. Dept., Stanford Univ., Stanford, CA, USA|c|;",37604514900;37349803800
,InfoVis,2009,ABySS-Explorer: Visualizing Genome Sequence Assemblies,10.1109/TVCG.2009.116,http://dx.doi.org/10.1109/TVCG.2009.116,881,888,5290690,,"One bottleneck in large-scale genome sequencing projects is reconstructing the full genome sequence from the short subsequences produced by current technologies. The final stages of the genome assembly process inevitably require manual inspection of data inconsistencies and could be greatly aided by visualization. This paper presents our design decisions in translating key data features identified through discussions with analysts into a concise visual encoding. Current visualization tools in this domain focus on local sequence errors making high-level inspection of the assembly difficult if not impossible. We present a novel interactive graph display, ABySS-Explorer, that emphasizes the global assembly structure while also integrating salient data features such as sequence length. Our tool replaces manual and in some cases pen-and-paper based analysis tasks, and we discuss how user feedback was incorporated into iterative design refinements. Finally, we touch on applications of this representation not initially considered in our design phase, suggesting the generality of this encoding for DNA sequence data.","Nielsen, C.B.;Jackman, S.D.;Birol, I.;Jones, S.J.M.","Genome Sci. Centre, BC Cancer Agency, Vancouver, BC, Canada|c|;;;",38112559500;38108815200;37278695500;37570599800
,InfoVis,2009,Constructing Overview + Detail Dendrogram-Matrix Views,10.1109/TVCG.2009.130,http://dx.doi.org/10.1109/TVCG.2009.130,889,896,5290691,,"A dendrogram that visualizes a clustering hierarchy is often integrated with a re-orderable matrix for pattern identification. The method is widely used in many research fields including biology, geography, statistics, and data mining. However, most dendrograms do not scale up well, particularly with respect to problems of graphical and cognitive information overload. This research proposes a strategy that links an overview dendrogram and a detail-view dendrogram, each integrated with a re-orderable matrix. The overview displays only a user-controlled, limited number of nodes that represent the ldquoskeletonrdquo of a hierarchy. The detail view displays the sub-tree represented by a selected meta-node in the overview. The research presented here focuses on constructing a concise overview dendrogram and its coordination with a detail view. The proposed method has the following benefits: dramatic alleviation of information overload, enhanced scalability and data abstraction quality on the dendrogram, and the support of data exploration at arbitrary levels of detail. The contribution of the paper includes a new metric to measure the ldquoimportancerdquo of nodes in a dendrogram; the method to construct the concise overview dendrogram from the dynamically-identified, important nodes; and measure for evaluating the data abstraction quality for dendrograms. We evaluate and compare the proposed method to some related existing methods, and demonstrating how the proposed method can help users find interesting patterns through a case study on county-level U.S. cervical cancer mortality and demographic data.","Jin Chen;MacEachren, A.M.;Peuquet, D.J.","Dept. of Geogr., Pennsylvania State Univ., University Park, PA, USA|c|;;",37859000800;37374699000;37830095400
,InfoVis,2009,MizBee: A Multiscale Synteny Browser,10.1109/TVCG.2009.167,http://dx.doi.org/10.1109/TVCG.2009.167,897,904,5290692,,"In the field of comparative genomics, scientists seek to answer questions about evolution and genomic function by comparing the genomes of species to find regions of shared sequences. Conserve dsyntenic blocks are an important biological data abstraction for indicating regions of shared sequences. The goal of this work is to show multiple types of relationships at multiple scales in a way that is visually comprehensible in accordance with known perceptual principles. We present a task analysis for this domain where the fundamental questions asked by biologists can be understood by a characterization of relationships into the four types of proximity/location, size, orientation, and similarity/strength, and the four scales of genome, chromosome, block, and genomic feature. We also propose a new taxonomy of the design space for visually encoding conservation data. We present MizBee, a multiscale synteny browser with the unique property of providing interactive side-by-side views of the data across the range of scales supporting exploration of all of these relationship types. We conclude with case studies from two biologists who used MizBee to augment their previous automatic analysis work flow, providing anecdotal evidence about the efficacy of the system for the visualization of syntenic data, the analysis of conservation relationships, and the communication of scientific insights.","Meyer, M.;Munzner, T.;Pfister, H.","Harvard Univ., Cambridge, MA, USA|c|;;",37564728700;37349490300;37275698100
